# Quantenoptiklabor: Experiment Interferenz und Energiekorrelation
# Messung vom 28.09.2008, 08:15 Uhr
# Datenaufnahme: Pro Datenpunkt 10 Messungen mit 1s: Mittelwert und Standardabweichung
# Didaktik der Physik, Universität Erlangen
# Lab-User: P. Bronner

#Aufnahme der Koinzidenzen von Trigger&Transmittiert + Trigger&Reflektiert

#Achsenbeschriftung:
# Weg [nm]	Einzelereignisse [Hz]	Stab Einzel [Hz]	Koinz [Hz]	Stab Koinz [Hz]

19906	42714,1	728,8	3495,0	59,5
19912	42672,2	773,9	3520,5	66,3
19916	40405,5	398,9	3502,7	65,4
19924	39675,5	1013,8	3460,0	82,1
19928	38230,1	552,5	3386,6	82,6
19935	37784,0	581,4	3409,9	56,1
19940	36487,8	757,1	3360,3	48,4
19946	34522,1	829,0	3289,1	61,9
19953	32194,8	1372,7	3169,5	85,0
19959	30851,4	570,4	3050,4	56,9
19965	28970,8	773,9	2961,7	48,5
19969	28098,5	789,3	2882,1	62,6
19975	26665,6	648,1	2758,7	50,3
19982	25129,0	654,2	2654,3	90,6
19987	23260,7	853,6	2524,0	112,8
19992	22458,8	559,4	2428,2	53,0
19999	20207,2	833,0	2229,5	83,7
20005	18010,4	656,4	1976,4	87,5
20011	17411,1	367,2	1921,4	66,4
20018	15906,3	410,9	1738,5	52,3
20022	15293,9	553,6	1655,5	63,0
20029	13817,2	503,2	1433,0	81,1
20033	13599,7	505,6	1426,3	92,2
20041	12504,6	337,5	1234,6	63,3
20046	11935,6	424,8	1118,4	76,1
20051	11490,4	114,7	993,9	46,0
20057	10913,1	174,3	857,6	73,2
20064	10636,6	125,3	691,0	54,1
20070	10589,3	126,3	618,4	35,1
20075	10601,1	112,2	534,6	53,6
20080	10702,8	98,0	446,3	49,1
20087	11043,0	341,3	349,2	44,3
20092	11363,2	323,2	307,3	35,6
20098	12082,9	479,7	248,1	32,9
20104	12592,8	173,7	213,6	16,2
20110	13380,5	410,0	183,1	12,2
20114	14768,9	898,7	176,1	10,2
20121	15384,9	241,5	169,0	17,3
20128	16885,4	891,9	190,7	23,1
20134	17734,8	801,8	224,6	22,6
20140	18903,7	547,2	243,1	22,6
20145	21628,8	913,8	358,2	42,2
20151	21713,6	544,7	350,5	28,9
20157	23907,2	976,6	473,0	61,4
20162	24962,8	840,1	551,5	57,6
20168	26814,0	947,4	637,9	56,1
20176	28088,2	620,8	735,3	46,4
20181	29198,6	1159,7	833,7	76,6
20186	32046,4	828,1	1046,7	62,0
20192	33375,5	717,4	1168,8	72,2
20198	34774,3	658,2	1318,0	78,7
20203	35175,5	1321,7	1336,1	125,0
20210	36890,7	572,6	1522,5	77,3
20216	37596,2	373,2	1606,6	33,5
20223	38859,7	655,5	1771,9	76,9
20226	40329,9	558,2	1939,3	71,0
20233	41553,7	273,8	2116,4	57,5
20239	42004,0	467,1	2195,0	64,4
20245	42783,5	421,1	2348,3	76,8
20250	43390,8	338,3	2461,3	59,0
20256	43894,9	266,6	2645,5	62,4
20261	44483,9	437,9	2755,9	75,9
20267	44838,8	213,2	2903,7	86,7
20273	44938,4	163,6	2938,8	36,8
20278	44841,5	166,3	3073,6	20,5
20285	44771,4	140,5	3198,2	76,4
20291	44691,2	167,9	3229,6	90,3
20297	44445,5	218,4	3280,4	60,0
20303	43823,0	284,4	3389,5	67,7
20308	42826,6	461,1	3428,2	51,0
20314	42097,8	289,5	3432,6	49,1
20320	41131,0	573,1	3488,9	72,7
20325	40540,2	352,4	3503,6	67,4
20332	39006,1	510,6	3464,6	40,8
20336	38269,8	783,2	3445,9	41,9
20342	36554,8	806,6	3397,0	50,6
20349	35221,6	530,3	3359,4	50,1
20354	34898,0	1270,4	3361,9	96,5
20360	33365,5	608,9	3238,3	68,1
20366	32405,0	906,7	3224,2	58,9
20372	30303,5	1092,9	3085,2	67,8
20377	28881,9	461,0	3023,4	35,4
20383	27740,2	438,0	2953,7	95,4
20389	25639,9	706,5	2771,0	74,4
20396	24468,8	667,1	2672,6	72,5
20401	23314,4	398,9	2556,7	63,5
20407	21451,4	651,0	2390,1	75,0
20413	19892,5	835,6	2220,0	92,4
20419	19390,5	412,1	2152,0	54,9
20423	17484,4	500,4	1932,9	80,1
20430	17090,9	366,3	1878,0	54,8
20435	15960,8	267,5	1699,2	69,7
20441	14519,6	522,0	1451,0	100,7
20448	14611,6	426,6	1483,0	97,1
20452	14544,8	558,5	1469,7	114,7
20458	13258,2	333,1	1150,6	95,5
20465	12911,6	282,6	1074,4	85,3
20469	12527,0	122,9	916,4	56,6
20475	12375,8	186,0	862,9	76,4
20480	12223,1	111,4	700,9	60,4
20486	12227,3	207,9	632,5	42,1
20493	12384,2	109,0	541,9	46,1
20499	12634,8	167,0	477,5	44,2
20505	12850,9	222,7	422,1	34,7
20510	13417,3	367,3	338,4	36,6
20515	14363,8	417,3	273,4	36,2
20521	15020,9	470,7	237,6	19,3
20526	15699,0	423,2	214,5	13,6
20533	16630,4	1073,7	212,7	13,8
20538	17357,3	723,4	195,2	15,1
20544	18555,6	587,8	216,0	18,5
20552	20056,7	691,7	251,5	33,5
20556	21567,8	1230,8	302,5	50,9
20561	22391,1	1088,7	334,1	48,0
20566	23960,1	776,6	390,4	54,4
20573	25323,3	472,3	488,2	28,5
20578	26509,5	589,3	562,7	44,0
20583	27569,1	520,3	633,5	53,8
20589	28872,9	408,7	721,1	35,5
20596	30827,6	728,5	891,4	59,9
20601	32232,8	792,0	998,5	62,5
20607	32845,2	798,6	1068,1	81,6
20613	34631,4	691,3	1239,5	62,8
20619	35285,0	555,2	1318,7	45,9
20624	35833,4	450,4	1370,1	45,2
20629	36620,5	290,6	1489,3	51,5
20635	38083,8	818,7	1683,5	139,8
20641	38815,8	389,6	1778,5	62,0
20647	40398,8	467,4	2018,0	74,8
20653	41109,5	473,6	2134,9	81,0
20658	41848,6	483,5	2297,0	101,3
20665	42190,5	329,5	2406,9	56,6
20670	42728,6	259,5	2570,3	69,6
20676	42683,7	202,6	2543,7	82,7
20682	43070,2	286,5	2753,8	109,9
20687	43270,1	178,9	2856,9	92,2
20694	43233,2	200,5	3024,4	89,2
20699	43253,2	128,7	3112,3	55,1
20705	43116,7	179,8	3131,2	47,1
20710	42610,7	238,7	3186,4	77,3
20714	42403,1	296,9	3243,4	39,3
20721	41856,2	317,8	3298,5	53,9
20725	41526,2	341,5	3367,4	36,3
20733	40261,2	437,0	3415,5	50,6
20739	39939,3	568,4	3420,2	79,4
20744	38213,7	676,4	3436,7	75,3
20749	37462,0	568,4	3422,6	48,8
20755	37191,4	445,5	3422,4	48,3
20761	35902,2	483,8	3433,3	50,1
20768	35050,9	310,0	3396,2	57,5
20773	33405,8	1054,1	3319,9	81,0
20778	32088,0	614,8	3270,4	61,9
20783	31123,2	369,6	3220,4	42,4
20789	29856,2	559,1	3167,4	62,1
20795	28797,3	410,2	3061,7	58,8
20799	27719,8	769,1	3009,8	99,0
20805	26702,4	813,8	2929,6	78,2
20811	24470,4	953,7	2737,0	92,1
20819	23764,4	390,1	2658,7	46,6
20823	22606,5	502,7	2558,8	40,1
20829	21597,6	296,0	2418,6	61,7
20835	20123,3	970,5	2250,0	117,5
20840	19701,0	616,1	2219,1	106,5
20845	18812,1	467,7	2088,6	89,2
20853	17382,8	464,7	1846,2	88,1
20857	17269,9	597,1	1839,8	121,1
20863	16122,1	210,1	1618,9	46,9
20869	15454,1	177,9	1469,7	47,4
20873	15035,7	237,8	1339,2	54,4
20879	14485,1	263,3	1220,3	97,4
20885	14195,9	159,1	1058,7	75,4
20891	13922,1	98,9	890,6	38,9
20896	13903,4	106,0	925,1	65,9
20896	13948,4	103,2	808,0	62,2
20897	14025,4	155,8	711,6	41,4
20897	14270,3	209,6	574,3	49,1
20897	14678,5	350,1	483,5	63,6
20897	14646,0	252,7	483,7	44,9
20897	15422,5	183,6	380,8	28,4
20897	16312,3	216,9	304,9	25,4
20897	16670,4	375,6	283,2	27,1
20897	17829,9	368,6	245,3	17,0
20897	18808,1	536,9	231,9	8,9
20897	19222,8	722,4	233,9	14,7
20897	19621,5	347,1	237,6	16,5
20897	21526,3	522,8	259,0	18,4
20897	21871,9	440,6	283,0	14,8
20897	23159,4	516,7	325,5	32,3
20897	24718,6	789,2	392,3	38,3
20897	25581,4	1254,0	444,1	71,0
20897	27090,6	361,1	527,8	27,2
20897	28064,7	705,5	610,5	61,4
20897	29009,2	633,7	660,0	59,7
20897	30575,7	589,5	801,6	72,9
20897	32135,5	562,5	945,2	87,9
20897	32826,3	693,8	1023,0	96,1
20897	33265,7	753,6	1065,1	84,0
20897	35190,4	417,6	1282,1	54,8
20897	35525,7	520,0	1347,1	71,2
20897	37232,9	1013,5	1554,5	159,4
20897	37772,5	652,6	1669,6	121,4
20897	38785,0	493,8	1854,9	89,4
20897	39214,7	313,6	1933,9	62,6
20897	39848,2	317,2	2051,4	72,0
20897	40192,7	297,7	2186,6	72,2
20897	40739,7	381,6	2298,0	81,0
20897	41132,3	205,2	2463,9	80,4
20897	41414,5	188,5	2583,6	82,3
20897	41462,6	309,5	2602,1	76,7
20897	41575,9	207,3	2709,1	92,6
20897	41442,2	173,5	2812,2	117,1
20897	41275,8	141,4	3059,5	31,4
20897	41301,7	276,1	3066,3	75,8
20897	40868,6	394,3	3184,1	55,8
20897	40415,5	370,8	3237,5	63,9
20897	40067,8	246,2	3260,3	72,0
20897	39640,8	366,2	3274,3	58,4
20897	38616,2	308,3	3383,5	66,3
20897	37752,8	657,2	3397,3	44,7
20897	37388,0	1135,5	3402,7	41,7
20897	36229,2	383,9	3433,3	51,7
20897	35706,6	819,3	3395,2	45,7
20897	34659,8	494,7	3391,4	58,2
20897	34109,1	270,8	3383,2	55,7
20897	32568,1	422,5	3328,7	43,1
20897	31846,0	627,0	3314,3	56,1
20897	31122,9	574,7	3282,6	68,4
20897	29602,9	495,0	3167,0	52,9
20897	28924,8	872,9	3176,6	72,5
20897	27415,3	791,7	3030,5	87,6
20897	26343,5	622,1	2940,7	50,3
20897	25108,8	523,2	2859,9	86,8
20897	24019,1	451,9	2739,7	62,9
20897	22988,3	398,4	2655,9	46,8
20897	21868,2	343,0	2498,0	78,1
20897	21172,8	643,6	2389,7	123,8
20897	20601,8	452,6	2308,9	84,6
20897	19800,7	508,4	2187,3	91,8
20897	18994,7	841,5	2069,9	164,5
20897	18308,1	484,3	1923,2	90,2
20897	17844,6	523,0	1838,4	107,4
20897	17131,7	383,2	1648,5	124,2
20897	16709,4	262,7	1549,7	66,4
20897	16373,7	239,6	1428,4	97,7
20897	16055,0	130,0	1317,9	58,9
20897	15823,9	212,4	1187,8	124,3
20897	15738,7	145,9	1045,3	141,6
20897	15664,8	156,0	970,1	66,2
20897	15657,0	113,4	815,5	60,1
20897	15666,9	155,4	766,4	54,8
20897	16173,7	279,7	608,2	67,7
20897	16554,8	340,8	541,8	79,8
20897	16747,2	297,8	487,8	48,9
20897	17549,9	370,3	401,7	27,2
20897	17605,9	269,2	376,9	27,0
20897	18412,8	654,0	337,7	35,4
20897	18995,2	448,6	301,3	19,0
20897	19649,1	507,4	270,7	24,2
20897	20629,3	304,6	260,2	13,0
20897	21442,0	381,8	270,6	18,5
20897	21635,8	471,3	258,3	12,3
20897	23068,9	649,3	297,8	27,2
20897	23803,7	604,9	315,2	35,8
20897	26395,5	656,0	426,4	36,2
20897	26659,2	462,8	452,8	34,4
20897	27302,7	481,1	482,2	36,2
20897	29038,2	714,2	615,9	56,2
20897	29542,9	565,1	652,7	42,0
20897	30868,4	667,4	798,7	66,2
20897	31672,2	519,7	867,2	76,2
20897	32591,0	543,0	974,9	92,8
20897	33735,8	492,5	1110,3	68,5
20897	34433,6	537,3	1192,2	56,9
20897	35359,4	406,4	1341,0	59,1
20897	35737,3	280,6	1408,8	56,8
20897	36848,3	365,8	1618,3	75,2
20897	37600,1	491,6	1752,4	122,5
20897	37887,4	290,7	1820,8	51,2
20897	38284,1	238,9	1927,8	64,5
20897	38870,5	456,5	2142,4	121,0
20897	39081,4	351,0	2128,6	44,1
20897	39578,8	253,8	2304,0	70,1
20897	39686,8	231,5	2431,2	74,5
20897	39871,3	183,5	2572,0	63,4
20897	39691,5	218,3	2599,2	54,0
20897	39948,1	319,0	2802,4	81,2
20897	39645,6	228,5	2875,1	81,0
20897	39440,8	308,8	2968,0	82,3
20897	38980,2	414,4	3061,9	55,5
20897	38500,5	399,4	3121,7	65,4
20897	38054,3	215,1	3237,9	53,7
20897	37454,6	591,4	3268,2	108,5
20897	37067,6	481,3	3293,2	79,1
20897	36594,0	313,2	3307,2	71,9
20897	35855,3	446,4	3354,2	68,4
20897	34921,7	195,1	3371,1	46,4
20897	34248,9	369,7	3408,5	76,6
20897	32937,0	898,1	3350,7	56,8
20897	33515,6	250,5	3351,9	57,6
20897	30699,5	870,7	3300,9	50,7
20897	31576,5	279,9	3333,0	34,1
20897	30189,5	382,7	3253,1	64,1
20897	28915,6	589,4	3190,5	60,2
20897	28095,3	542,9	3115,6	51,7
20897	27235,7	626,7	3090,7	74,8
20897	26034,2	444,5	2992,4	104,2
20897	24901,5	456,0	2847,0	83,9
20897	24394,6	513,5	2804,6	57,8
20897	23822,8	435,3	2722,2	95,2
20897	23067,8	502,5	2636,7	75,1
20897	21937,1	508,4	2497,1	105,9
20897	20962,8	212,7	2320,0	62,1
20897	20416,1	591,0	2243,9	106,8
20897	19638,2	355,2	2050,6	92,1
20897	19324,9	415,3	1969,5	111,1
20897	18279,6	147,2	1708,2	68,0
20897	18291,5	129,6	1723,7	50,5
20897	18105,0	219,8	1660,3	55,8
20897	17630,1	148,2	1405,7	63,9
20897	17690,0	137,7	1456,0	39,8
20897	17343,7	138,1	1266,0	57,4
20897	17266,1	164,7	1061,6	91,5
20897	17285,9	119,9	1007,9	40,9
20897	17333,9	124,1	943,2	61,9
20897	17430,1	215,7	861,3	37,5
20897	17705,6	239,1	756,6	54,5
20897	17902,5	160,8	675,0	40,7
20897	18271,9	362,6	594,0	57,1
20897	18614,6	559,5	530,0	79,2
20897	18872,9	424,3	483,6	49,1
20897	19982,1	693,6	388,1	43,0
20897	20330,6	409,1	361,0	30,6
20897	20833,1	395,4	345,9	26,4
20897	22182,2	295,2	300,6	23,4
20897	22886,6	453,2	297,4	17,9
20897	22994,4	486,6	282,6	14,0
20897	24163,2	624,3	299,6	22,3
20897	25050,7	364,2	327,5	21,5
20897	26350,1	681,3	387,8	31,9
20897	26676,1	669,3	399,2	38,7
20897	27274,0	319,8	436,4	24,6
20897	28158,0	467,9	504,2	54,9
20897	28869,1	300,4	562,8	32,8
20897	30399,5	599,3	697,1	62,6
20897	30997,8	608,7	777,1	77,9
20897	31786,4	526,2	856,5	60,4
20897	32708,8	238,9	962,0	41,3
20897	33217,6	275,9	1052,2	38,0
20897	33759,2	425,3	1152,1	87,1
20897	34661,3	657,6	1268,9	129,1
20897	35072,5	593,0	1344,3	89,9
20897	36207,0	472,7	1606,9	111,6
20897	36550,5	223,7	1711,4	46,3
20897	36673,1	355,1	1744,9	96,3
20897	37151,1	449,8	1921,4	167,8
20897	37376,3	273,8	2032,1	115,9
20897	37596,5	180,0	2098,5	88,3
20897	37835,1	218,1	2222,0	127,3
20897	37941,5	118,1	2333,4	81,9
20897	37925,5	181,5	2383,4	88,9
20897	38184,6	198,4	2589,5	59,4
20897	37987,1	289,6	2674,9	49,6
20897	37812,4	264,1	2786,5	84,1
20897	37341,1	270,7	2964,6	89,2
20897	37225,9	325,8	2980,0	91,8
20897	36583,8	298,8	3059,7	78,8
20897	36502,9	348,0	3081,4	49,0
20897	36083,6	270,5	3154,9	53,3
20897	35536,5	433,7	3245,6	65,0
20897	35009,3	463,0	3231,7	82,7
20897	33648,9	372,1	3308,8	43,1
20897	33530,4	563,9	3336,3	58,4
20897	32648,9	508,3	3304,9	45,7
20897	32314,2	472,4	3338,8	50,7
20897	31446,6	545,1	3310,9	30,7
20897	30326,5	359,9	3317,8	62,7
20897	29504,1	558,5	3259,8	59,0
20897	28603,4	497,3	3231,2	71,3
20897	27845,5	450,8	3174,2	80,6
20897	27358,5	312,3	3157,8	46,4
20897	26632,1	371,3	3054,6	56,8
20897	25563,4	347,3	2935,7	73,2
20897	24627,7	361,7	2844,0	70,2
20897	24072,6	431,9	2792,0	106,4
20897	23594,4	335,7	2720,3	86,1
20897	23043,7	476,5	2663,4	108,5
20897	22318,3	547,9	2517,7	121,3
20897	21599,2	375,7	2362,7	88,0
20897	21001,7	236,2	2244,2	102,9
20897	20431,3	274,6	2083,8	80,0
20897	20429,7	380,8	2060,8	66,4
20897	19545,8	305,1	1794,2	89,9
20897	19537,0	171,3	1772,0	80,1
20897	19281,6	250,6	1666,0	78,9
20897	19028,2	178,3	1515,7	99,4
20897	18920,1	129,1	1325,6	58,6
20897	18945,3	170,6	1319,1	90,5
20897	18933,6	134,6	1116,9	41,1
20897	18975,4	93,6	1045,8	75,7
20897	19150,6	191,3	913,1	71,3
20897	19368,3	180,1	824,9	34,6
20897	19551,8	172,8	778,5	57,0
20897	19988,3	245,1	644,2	48,7
20897	20255,1	350,7	607,6	60,0
20897	20626,7	324,2	517,5	19,4
20897	21080,5	461,8	468,4	54,9
20897	21570,8	281,2	425,7	29,9
20897	22289,3	289,5	366,9	20,1
20897	22897,5	303,9	339,4	15,3
20897	23412,8	415,4	336,6	19,1
20897	23687,6	427,0	330,6	18,6
20897	24827,9	486,5	322,9	15,2
20897	24992,6	479,7	329,8	21,2
20897	25802,9	531,1	344,6	28,2
20897	26541,8	293,5	372,5	20,5
20897	27364,4	317,8	402,9	28,3
20897	28611,4	414,4	498,8	36,0
20897	29157,7	434,1	551,2	46,9
20897	30017,0	361,4	640,0	66,9
20897	30128,6	402,7	644,4	43,1
20897	31211,8	471,9	761,5	54,2
20897	31791,3	199,0	880,0	25,5
20897	32243,3	363,2	939,6	66,3
20897	33155,8	392,5	1089,1	91,9
20897	33614,0	282,3	1158,1	53,2
20897	33899,9	528,1	1240,5	128,6
20897	34359,5	256,0	1334,0	61,7
20897	35090,5	382,3	1517,1	118,9
20897	35272,0	274,5	1573,6	68,0
20897	35642,6	154,6	1743,2	43,3
20897	35933,0	225,1	1926,4	106,9
20897	36101,2	146,3	2036,5	86,3
20897	36038,0	258,0	2063,0	125,9
20897	36341,2	216,8	2217,3	111,2
20897	36333,7	257,9	2351,6	109,8
20897	36323,4	163,7	2476,3	119,3
20897	36367,0	265,8	2489,7	80,9
20897	36249,5	228,3	2630,2	76,5
20897	35870,6	233,9	2765,8	79,2
20897	35650,2	211,0	2902,6	77,3
20897	35593,6	177,4	2893,1	104,0
20897	35298,2	273,7	2944,8	76,2
20897	34821,3	383,8	3067,3	39,1
20897	33877,9	462,2	3154,7	66,5
20897	33779,1	271,8	3178,6	52,5
20897	33517,5	462,1	3187,1	51,7
20897	32615,4	600,5	3251,0	32,9
20897	31949,2	747,5	3271,4	57,7
20897	31437,1	375,4	3306,4	56,3
20897	30727,8	865,5	3307,7	58,8
20897	30090,1	490,9	3295,1	72,9
20897	30065,0	230,7	3315,6	51,2
20897	28783,3	435,9	3227,7	51,5
20897	28246,6	291,1	3212,7	38,1
20897	27858,7	273,6	3207,8	61,7
20897	27333,4	563,5	3171,2	46,8
20897	26710,1	496,9	3128,5	62,0
20897	26169,5	316,8	3063,0	66,8
20897	25590,1	502,1	3001,8	106,3
20897	24862,3	328,9	2881,7	47,8
20897	24325,9	361,3	2802,7	74,2
20897	23590,1	239,5	2678,7	61,2
20897	23370,3	250,3	2661,1	80,7
20897	22773,4	415,3	2518,9	87,9
20897	22256,0	161,9	2390,9	28,3
20897	21910,9	208,4	2301,6	93,9
20897	21155,6	133,0	2006,7	70,4
20897	21181,9	263,5	2009,4	105,4
20897	20868,8	195,2	1892,6	68,7
20897	20785,6	209,2	1815,6	87,9
20897	20620,3	180,7	1691,7	47,3
20897	20440,5	192,4	1511,2	47,4
20897	20487,2	170,3	1429,8	56,4
20897	20375,3	93,8	1362,6	47,1
20897	20529,8	187,1	1164,6	68,0
20897	20603,7	95,3	1082,6	39,0
20897	20773,6	233,0	1013,8	110,0
20897	20936,7	167,8	875,2	34,1
20897	21099,6	226,4	894,8	95,0
20897	21473,0	143,4	754,9	34,1
20897	21867,9	207,4	647,7	49,1
20897	22118,9	274,8	589,2	49,5
20897	22443,4	379,6	556,4	53,1
20897	23015,0	290,3	466,2	20,5
20897	23585,3	415,2	431,0	30,2
20897	24140,9	297,9	390,4	19,6
20897	24548,6	504,1	380,7	23,5
20897	25285,0	213,1	350,9	15,5
20897	25257,2	316,8	365,7	28,6
20897	26161,6	365,4	353,0	15,4
20897	26547,6	352,7	360,2	21,0
20897	26850,7	617,7	375,4	23,6
20897	27732,6	649,7	404,5	26,1
20897	28509,5	296,2	441,7	24,6
20897	29122,7	256,4	513,5	12,5
20897	29585,9	357,9	567,7	39,9
20897	29880,6	215,8	588,8	21,8
20897	30697,0	319,5	704,3	51,8
20897	31537,7	245,9	821,3	41,1
20897	31694,6	307,2	868,7	50,6
20897	32214,0	263,0	964,5	51,3
20897	32496,3	259,0	988,9	82,4
20897	32949,3	464,8	1135,4	96,1
20897	33304,7	328,1	1205,4	88,9
20897	33760,0	185,8	1372,5	51,2
20897	33895,8	297,9	1430,8	56,8
20897	34280,1	227,1	1627,9	86,6
20897	34620,5	166,2	1752,0	89,3
20897	34397,3	172,6	1675,6	61,3
20897	34633,6	152,6	1853,6	73,5
20897	34804,2	197,4	1943,8	67,8
20897	34838,5	180,0	2100,0	82,8
20897	34683,6	181,3	2249,8	73,8
20897	34881,2	167,4	2277,5	104,3
20897	34751,1	208,9	2405,5	52,7
20897	34562,3	151,4	2551,7	51,9
20897	34373,6	152,6	2715,1	120,3
20897	34474,1	228,7	2657,9	76,5
20897	33883,5	375,2	2838,9	98,4
20897	33730,2	218,9	2871,5	91,3
20897	33414,9	109,7	2922,5	35,3
20897	33107,3	380,5	2977,1	63,1
20897	32353,5	318,5	3144,9	61,4
20897	32547,0	192,3	3109,7	37,9
20897	31904,2	225,5	3186,6	44,1
20897	31591,9	317,1	3203,3	69,8
20897	30756,0	172,7	3217,1	69,8
20897	30244,8	415,1	3266,3	62,1
20897	29837,4	222,6	3283,3	49,9
20897	29141,0	354,1	3266,6	48,0
20897	28817,9	195,9	3285,6	55,7
20897	28227,6	282,8	3251,6	55,6
20897	27399,7	400,8	3181,3	67,2
20897	27178,8	217,9	3174,4	63,3
20897	26472,2	374,0	3068,4	97,6
20897	26253,0	214,1	3093,7	63,1
20897	25749,6	260,4	3018,2	81,4
20897	25180,6	366,9	2925,4	72,1
20897	24926,8	420,3	2882,0	75,2
20897	24373,5	317,4	2805,0	96,7
20897	23977,8	298,5	2664,0	84,2
20897	23547,7	171,9	2574,5	80,9
20897	23264,8	229,5	2462,5	91,7
20897	23096,1	182,5	2410,9	53,5
20897	22861,6	168,4	2368,4	63,7
20897	22630,4	258,7	2250,2	92,0
20897	22252,3	195,0	2042,8	105,2
20897	22101,8	136,8	1952,8	51,8
20897	21979,4	140,9	1806,6	99,0
20897	21967,2	126,3	1757,8	103,8
20897	21859,0	118,6	1661,1	56,7
20897	21863,3	164,5	1559,6	123,4
20897	21932,7	179,9	1363,2	60,0
20897	21951,6	198,6	1334,8	59,9
20897	22218,5	185,2	1176,1	49,4
20897	22187,3	157,3	1161,8	74,3
20897	22355,7	193,9	992,2	71,4
20897	22724,2	199,7	894,0	43,5
20897	22766,9	175,8	875,1	35,7
20897	23498,5	203,7	714,2	39,4
20897	23483,2	236,3	680,7	38,6
20897	23990,6	310,1	584,3	42,7
20897	24275,1	214,8	532,1	23,1
20897	24516,1	187,9	503,8	28,2
20897	24715,3	118,1	474,3	17,9
20897	25325,6	294,8	432,2	19,8
20897	25845,2	211,7	402,7	18,4
20897	26380,9	347,5	385,3	13,8
20897	26604,2	246,0	379,8	20,5
20897	27346,4	246,2	384,6	17,3
20897	27721,7	270,2	411,6	22,6
20897	28077,4	185,0	427,2	13,6
20897	28558,4	265,5	441,5	32,0
20897	29149,7	227,4	473,5	32,8
20897	29686,5	395,3	567,0	43,9
20897	30258,5	325,7	630,4	39,2
20897	30610,4	240,2	702,6	43,9
20897	30883,7	320,6	747,6	58,9
20897	31124,3	247,8	806,6	60,1
20897	31629,3	210,5	929,2	55,5
20897	31575,1	245,6	882,5	41,8
20897	32336,5	239,9	1139,3	73,8
20897	32551,5	200,4	1173,8	57,0
20897	32741,3	216,6	1320,5	70,1
20897	32828,1	150,0	1404,1	68,7
20897	32981,4	268,9	1503,4	42,4
20897	33154,5	103,9	1629,9	104,1
20897	33288,5	125,9	1650,0	47,2
20897	33323,7	134,1	1808,7	32,7
20897	33330,6	170,3	1983,6	74,3
20897	33296,4	145,4	2138,8	77,7
20897	33303,6	288,8	2148,1	129,7
20897	33158,7	175,5	2359,1	86,5
20897	33229,8	235,4	2277,0	90,0
20897	32945,0	226,5	2550,0	61,5
20897	32756,2	185,8	2600,9	89,0
20897	32629,0	220,7	2610,7	73,5
20897	32352,1	206,1	2783,4	82,9
20897	31951,3	164,4	2885,9	65,7
20897	31762,2	278,2	2937,6	70,8
20897	31653,2	287,0	2985,2	78,0
20897	31126,7	225,4	3022,3	101,4
20897	30857,5	189,2	3094,0	69,1
20897	30377,0	345,9	3137,9	63,8
20897	29927,2	270,2	3213,0	49,9
20897	29882,5	373,0	3189,6	51,9
20897	29798,9	441,1	3158,6	46,2
20897	28943,3	394,7	3223,0	42,0
20897	28591,7	189,1	3236,5	73,2
20897	28069,5	186,8	3200,9	77,3
20897	27633,3	368,0	3242,8	65,9
20897	27270,4	215,1	3198,6	48,1
20897	26788,3	377,8	3113,7	72,5
20897	26312,9	206,9	3081,7	85,3
20897	25927,1	295,8	3053,1	56,0
20897	25528,0	425,8	2978,1	75,9
20897	25115,8	325,9	2914,8	67,0
20897	24992,3	309,6	2868,0	97,7
20897	24761,5	299,3	2805,1	109,9
20897	24714,7	245,7	2796,2	94,2
20897	24003,3	140,7	2554,4	50,4
20897	24016,9	239,2	2528,4	84,5
20897	23770,6	169,0	2409,0	76,4
20897	23462,0	153,9	2305,5	73,2
20897	23309,9	92,5	2163,2	86,5
20897	23290,5	147,0	2105,9	48,8
20897	23205,0	181,6	1868,7	150,5
20897	23162,3	100,2	1851,7	87,6
20897	23181,0	212,9	1805,6	60,2
20897	23135,5	228,0	1690,0	93,2
20897	23347,6	125,9	1474,0	65,3
20897	23304,8	131,1	1449,0	79,7
20897	23380,7	144,9	1344,0	69,2
20897	23585,7	228,3	1201,1	69,9
20897	23726,6	194,3	1115,1	63,6
20897	24033,1	259,9	991,4	67,4
20897	24148,6	168,4	957,7	50,9
20897	24376,1	257,0	846,6	44,3
20897	24712,2	266,2	747,1	53,3
20897	24737,5	208,9	769,7	71,6
20897	25078,2	253,6	656,2	37,7
20897	25722,5	284,6	557,0	23,8
20897	25921,2	225,4	529,3	29,8
20897	26083,4	257,7	490,1	27,7
20897	26760,2	341,8	446,1	20,0
20897	27043,6	283,5	418,4	24,6
20897	27477,8	212,0	417,1	21,5
20897	27926,9	320,6	423,7	28,2
20897	28328,0	389,2	428,3	40,5
20897	28547,4	144,5	445,1	26,8
20897	28571,9	483,7	433,3	51,7
20897	29208,6	155,2	494,0	21,3
20897	29555,7	354,6	528,3	64,1
20897	29518,6	403,2	529,5	64,6
20897	29870,3	122,6	586,1	42,9
20897	30280,5	266,0	668,8	36,8
20897	30528,3	224,5	750,2	35,6
20897	30790,5	242,8	801,8	55,4
20897	31002,5	160,5	841,2	59,4
20897	31125,4	182,8	965,7	56,7
20897	31198,7	290,1	960,4	66,5
20897	31562,6	189,7	1132,7	60,8
20897	31620,7	222,1	1204,0	102,4
20897	31763,3	267,9	1306,1	136,9
